2025-09-23 20:55:26 | WARNING | Consumer interrupted by user.
2025-09-23 20:55:26 | INFO | Consumer shutting down.
2025-09-23 20:55:28 | INFO | {'message': 'I just saw travel! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-23 20:55:28', 'category': 'travel', 'sentiment': 0.06, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-23 20:55:30 | INFO | Logging to file: logs/project_log.log
2025-09-23 20:55:30 | INFO | Log sanitization enabled, personal info removed
2025-09-23 20:55:33 | INFO | {'message': 'I just shared game! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-23 20:55:33', 'category': 'gaming', 'sentiment': 0.34, 'keyword_mentioned': 'game', 'message_length': 33}
2025-09-23 20:55:35 | INFO | Logging to file: logs/project_log.log
2025-09-23 20:55:35 | INFO | Log sanitization enabled, personal info removed
2025-09-23 20:55:39 | INFO | {'message': 'I just tried JavaScript! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-23 20:55:39', 'category': 'tech', 'sentiment': 0.13, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-23 20:55:42 | INFO | Logging to file: logs/project_log.log
2025-09-23 20:55:42 | INFO | Log sanitization enabled, personal info removed
2025-09-23 20:55:44 | INFO | {'message': 'I just tried a movie! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-23 20:55:44', 'category': 'entertainment', 'sentiment': 0.11, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-23 20:55:49 | INFO | {'message': 'I just found a meme! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-23 20:55:49', 'category': 'humor', 'sentiment': 0.7, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-23 20:55:54 | INFO | {'message': 'I just saw a story! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-23 20:55:54', 'category': 'other', 'sentiment': 0.03, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-23 20:55:59 | INFO | {'message': 'I just tried recipe! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-23 20:55:59', 'category': 'food', 'sentiment': 0.7, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-23 20:56:04 | INFO | {'message': 'I just shared recipe! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-23 20:56:04', 'category': 'food', 'sentiment': 0.66, 'keyword_mentioned': 'recipe', 'message_length': 36}
2025-09-23 20:56:09 | INFO | {'message': 'I just saw an app! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-23 20:56:09', 'category': 'other', 'sentiment': 0.36, 'keyword_mentioned': 'other', 'message_length': 32}
2025-09-23 20:56:13 | INFO | Logging to file: logs/project_log.log
2025-09-23 20:56:13 | INFO | Log sanitization enabled, personal info removed
2025-09-23 20:56:13 | INFO | Starting Consumer to run continuously.
2025-09-23 20:56:13 | INFO | Things can fail or get interrupted, so use a try block.
2025-09-23 20:56:13 | INFO | Moved .env variables into a utils config module.
2025-09-23 20:56:13 | INFO | STEP 1. Read environment variables using new config functions.
2025-09-23 20:56:13 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-23 20:56:13 | INFO | BASE_DATA_DIR: PROJECT_ROOT/data
